Spalte 1,Spalte 2,Spalte 3,Spalte 4,Spalte 5,Spalte 6,Spalte 7,Spalte 8,Spalte 9,Spalte 10
7928.110779794587,2.0524319645251987,9.789009187041698,2.283269642817517,3.000182282795757,2.2752153891218283,6.631471444850786,0.6557911666558314,3.238290531561039,5.311525083634122
5.151634570278719,6617.510810342036,8.836913797516656,2.1140969404575403,2.76745348268737,1.3892837486421983,7.359022755583558,1.2580364559958224,6.344469933752469,0.6889283948987623
2.8741809183657976,7.056547074392721,4044.083599569849,2.0850101079749637,1.3323007670298526,2.6086771964439412,5.019793066517536,3.2698703156004125,6.790597568150591,5.441501855501213
0.29477121802735096,4.407859216917869,4.281788490557838,3503.5118833185875,8.59294391787111,4.186989928056748,5.803885692514882,1.3339783522416826,9.078416011631841,1.0506280529904932
1.2306035933858472,6.535493975002451,0.62570851152558,4.101949343928386,25.154706388367252,3.7715427269937307,6.729967706815263,0.9767664593142122,7.744603317108986,2.3551327933554598
5.616683168601516,3.4030642906460553,8.975357104547864,2.8264216155457067,9.077718858747614,7289.12740979252,2.8714297094583916,7.449079978308704,5.013123393652653,4.612839810499216
4.041507409574603,7.422152439906156,5.6557517105796435,6.51796957814059,6.081660290569474,1.3063463914573181,7523.248263030072,2.516736473486698,7.2293531378408895,1.5673315359229567
8.16939221483299,0.18154642758119843,4.304959226253603,5.927971854344366,8.745092063145481,5.775681658224457,8.35162742317506,1166.6553945004976,8.989617067226884,0.7769267238446331
5.254495085807303,2.5761640519703732,2.350225924290968,1.722199079564638,9.067240954197139,9.51596678260472,6.816145244976318,4.755658252731144,6774.6355966442125,2.289155043833191
9.841440331114349,5.857631710979817,9.71948378098254,4.796533319042986,7.507319351599975,8.400717532919584,3.26397223759881,7.617532085413853,1.2892305920002867,3920.8075261269746
